Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,"=""""","=""""",0,3.92,Quirk,Hardcover,352,2011,2011,,2016/11/13,to-read,to-read (#75),to-read,,,,0,0
25449537,"আবার উ সেন (Masud Rana, #159,160)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",3,3.66,সেবা প্রকাশনী,Paperback,,,1989,,2016/11/11,,,read,,,,1,0
21528737,"হ্যাকার (Masud Rana, #385-386)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841676753""","=""""",5,4.40,সেবা প্রকাশনী,Paperback,296,2008,2008,,2016/11/11,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.41,Hyperion Books for Children,Hardcover,361,2008,2008,2016/11/10,2016/10/26,,,read,,,,1,0
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",0,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2016/11/05,to-read,to-read (#73),to-read,,,,0,0
12725711,সাতকাহন  (সাতকাহন #১),Samaresh Majumdar,"Majumdar, Samaresh",,"=""817066280X""","=""9788170662808""",4,4.27,আনন্দ পাবলিশার্স,Hardcover,319,,2004,,2016/11/05,,,read,,,,1,0
23264619,১৯৭১: ভেতরে বাইরে,A.K. Khandaker,"Khandaker, A.K.",,"=""""","=""9789849074748""",3,3.98,Prathama,Hardcover,232,2014,2014,,2016/11/04,,,read,,,,1,0
3923237,মেতসিস,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""9844581591""","=""""",4,3.60,সময়,Hardcover,80,1999,1999,,2016/11/04,,,read,আমার পড়া প্রথম জাফর ইকবাল স্যারের বই। তখন খুব ভাল্লাগছিলো।  বাট এখন পড়তে গিয়ে দেখলাম বিরক্ত আসে। প্রথম পড়া বইয়ের তুলনা হয় না। রেটিংটা প্রথম পড়া বই হিসেবে ...,,,1,0
18003146,"তিন গোয়েন্দা ভলিউম ৮ (তিন গোয়েন্দা, #৩৪, ৩৫,৩৬)",Rakib Hassan,"Hassan, Rakib",,"=""9841612380""","=""""",4,4.18,সেবা প্রকাশনী,Paperback,246,1992,1992,,2016/11/04,,,read,"বেস্ট ওয়ান,  ভয়াল গিরি বাদে বাকি দুইটা ফাটাফাটি... <br/>",,,1,0
29245063,জলেশ্বরী,Obayed Haq,"Haq, Obayed",,"=""""","=""9789849191735""",0,4.35,Adee Prokashon,Hardcover,112,2016,,,2016/11/04,to-read,to-read (#70),to-read,,,,0,0
32606583,"রামেসিস: দ্য ব্যাটল অফ কাদেশ (রামেসিস, #৩)",Christian Jacq,"Jacq, Christian",Wasee Ahmed Rafi,"=""""","=""""",0,3.99,,Hardcover,300,2016,1996,,2016/10/31,to-read,to-read (#69),to-read,,,,0,0
31691147,"রামেসিস: দ্য ইটারনাল টেম্পল (Ramses, #2)",Christian Jacq,"Jacq, Christian",Maruf Hossain,"=""""","=""""",0,3.92,আদী প্রকাশন,Hardcover,302,2016,1995,,2016/10/31,to-read,to-read (#68),to-read,,,,0,0
31319346,"রামেসিস: সান অফ লাইট (Ramses, #1)",Christian Jacq,"Jacq, Christian",Md. Fuad Al Fidah,"=""""","=""""",0,3.88,আদী প্রকাশন,Hardcover,296,2016,1995,,2016/10/31,to-read,to-read (#67),to-read,,,,0,0
9572203,"The Snowman (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595862""","=""9780307595867""",5,4.02,Knopf,Mass Market Paperback,383,2011,2007,,2016/10/31,,,read," বাংলা অনুবাদ পড়ছি,  অনুবাদে মোটামুটি, তাবাদে বইটা দারুন উপভোগ্য,  অসাম সাইকো....",,,1,0
22111366,নন্টে ফন্টে সমগ্র,Narayan Debnath,"Debnath, Narayan",,"=""""","=""9788183741446""",0,4.48,Patra Bharati,Hardcover,552,2012,2012,,2016/10/31,to-read,to-read (#66),to-read,,,,0,0
18111668,বাঁটুল সমগ্র,Narayan Debnath,"Debnath, Narayan",,"=""""","=""""",0,4.43,Deb Sahitya Kutir,Hardcover,650,2011,2011,,2016/10/31,to-read,to-read (#65),to-read,,,,0,0
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""0141382899""","=""9780141382890""",5,4.36,Puffin Books,Paperback,320,2007,2007,2016/10/30,2016/10/22,,,read,"wow!   Sea of Monsters থেকে অনেক অনেক ভালো,  অ্যানাবেথ কে কেমন যেন মনে হলো, পরের পর্বে নিশ্চই ব্যাখ্যা আছে.... Battle of the Labyrinth শুরু করার জন্য অপেক্ষা করতে পারছি না ",,,1,0
25480034,আর্কন,তানজীম  রহমান,"রহমান, তানজীম",,"=""9848729720""","=""9789848729724""",5,3.98,বাতিঘর প্রকাশনী,Hardcover,337,2015,2015,,2016/10/27,,,read,,,,1,0
28503407,অক্টারিন,তানজীম  রহমান,"রহমান, তানজীম",,"=""9848729836""","=""""",4,3.92,বাতিঘর প্রকাশনী ,Hardcover,384,2016,2016,,2016/10/27,,,read,,,,1,0
26102877,Search for the Origin (The Milliant's Effects #1),ArySwo,"ArySwo, ArySwo",Asraful Shumon,"=""1507632657""","=""9781507632659""",0,4.64,,Kindle Edition,270,2015,2015,,2016/10/27,to-read,to-read (#64),to-read,,,,0,0
28454912,কল্পলোকের ছায়াবৃত্ত,Asraful Shumon,"Shumon, Asraful","ArySwo, কিশোর পাশা ইমন, আফরিন জাহান মৌনী, সুজানা আবেদীন সোনালী, ফারহীন হক ন্যান্সি, কামরুন্নাহার জুঁই, সৈয়দা শামীমা নাসরীন, শাহাদাত হোসেন চৌধুরী, মহাশয় কর্কট, রিরি, বিশ্বজ্যোতি বড়ুয়া, অসীম পিয়াস, হাসান তাসিন, সামরান রহমান লুশান, আনুশা মেহরিন, খন্দকার আব্দুল্লাহ, সুষ্ময় পাল শুভ, সাবরিনা নিহা, মহিমা আজম হিমু, আফরিন নাহার, জেফরিন হোসেইন, মৌসুমী চক্রবর্তী, আয়শা, শারাফাত শরিফ, রাফিদুল হাসান, প্রান্তিক সৌরভ","=""""","=""""",0,4.20,ফ্যান্টাসি মেনিয়া ,Hardcover,490,2015,,,2016/10/27,to-read,to-read (#63),to-read,,,,0,0
28430364,ছায়াবৃত্ত,Anish Das Apu,"Apu, Anish Das",,"=""""","=""""",4,3.52,সেবা প্রকাশনী ,Paperback,243,2009,2009,,2016/10/27,,,read,,,,1,0
2277444,"The Last Oracle (Sigma Force, #5)",James Rollins,"Rollins, James",,"=""0061230944""","=""9780061230943""",0,4.17,William Morrow,Hardcover,448,2008,2008,,2016/10/26,to-read,to-read (#61),to-read,,,,0,0
294046,"The Judas Strain (Sigma Force, #4)",James Rollins,"Rollins, James",,"=""0060763892""","=""9780060763893""",0,4.17,William Morrow,Hardcover,464,2007,2007,,2016/10/26,to-read,to-read (#62),to-read,,,,0,0
3992598,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan,"Riordan, Rick","Steve James, Antonio Caparo","=""142312166X""","=""9781423121664""",0,4.03,Disney-Hyperion Books,Hardcover,151,2009,2009,,2016/10/26,to-read,to-read (#60),to-read,,,,0,0
20829994,Percy Jackson's Greek Gods,Rick Riordan,"Riordan, Rick",John Rocco,"=""""","=""""",0,4.46,Disney Hyperion,Kindle Edition,417,2014,2014,,2016/10/26,to-read,to-read (#60),to-read,,,,0,0
21518341,কাকাবাবু সমগ্র ৬,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""""","=""9789350401019""",4,3.95,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,547,2012,2012,,2016/10/26,,,read,,,,1,0
18691167,কাকাবাবু সমগ্র ৫,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8177564161""","=""9788177564167""",5,4.07,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,467,2012,2004,,2016/10/26,,,read,,,,1,0
18691162,কাকাবাবু সমগ্র ৪,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8172157584""","=""9788172157586""",4,4.13,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,479,1998,1998,,2016/10/26,,,read,,,,1,0
17201284,কাকাবাবু সমগ্র ৩,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8172153406""","=""""",4,4.17,আনন্দ পাবলিশার্স,Hardcover,450,1994,1994,,2016/10/26,,,read,,,,1,0
17201293,কাকাবাবু সমগ্র ২,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8172152582""","=""""",5,4.24,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,561,1993,1993,,2016/10/26,,,read,,,,1,0
12733425,কাকাবাবু সমগ্র ১,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8172152086""","=""9788172152086""",5,4.23,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,525,2011,1993,,2016/10/26,,,read,,,,1,0
264792,"Tom Swift and His Flying Lab  (Tom Swift Jr., #1)",Victor Appleton II,"II, Victor Appleton",Tony Tallarico,"=""0448146029""","=""9780448146027""",0,3.82,"Grosset & Dunlap, Inc.",Mass Market Paperback,208,1978,1954,,2016/10/23,to-read,to-read (#59),to-read,,,,0,0
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",5,4.27,HarperCollins,Paperback,767,2014,1956,,2016/10/22,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,2016/10/22,2016/10/17,,,read,,,,1,0
444304,"The Field Guide (The Spiderwick Chronicles, #1)",Tony DiTerlizzi,"DiTerlizzi, Tony",Holly Black,"=""0689859368""","=""9780689859366""",0,3.91,Simon  Schuster Books for Young Readers,Hardcover,114,2003,2003,,2016/10/20,to-read,to-read (#58),to-read,,,,0,0
8998388,একাত্তরের দিনগুলি,Jahanara Imam,"Imam, Jahanara",,"=""9844800005""","=""""",5,4.61,সন্ধানী,Hardcover,270,2013,1986,2016/10/20,2016/10/17,,,read,,,,1,0
17999258,আবুদের অ্যাডভেঞ্চার,Shahriar Kabir,"Kabir, Shahriar",আবুল বার্‌ক আল্‌ভী,"=""9844041368""","=""""",3,3.89,Anupam Prokashoni,Hardcover,64,2000,2000,,2016/10/18,,,read,,,,1,0
3259000,শ্রাবণ মেঘের দিন,Humayun Ahmed,"Ahmed, Humayun",,"=""9844580862""","=""""",4,4.05,সময় প্রকাশন,Hardcover,160,1994,1994,,2016/10/18,,,read,,,,1,0
8547530,বহুব্রীহি,Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""9847011660017""",5,4.29,আফসার বাদ্রার্স,Hardcover,192,1990,1990,,2016/10/18,,,read,,,,1,0
17402048,অপেক্ষা,Humayun Ahmed,"Ahmed, Humayun",,"=""984800514""","=""9847016600173""",5,4.25,আফসার ব্রাদার্স,Hardcover,220,1997,1970,,2016/10/18,,,read,,,,1,0
29245272,কিশোর উপন্যাসসমগ্র,Shibram Chakraborty,"Chakraborty, Shibram",Hayat Mahmud,"=""""","=""""",0,4.33,চারুলিপি প্রকাশন,,640,2003,2005,,2016/10/17,to-read,to-read (#57),to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.29,Disney Hyperion Books,Paperback,377,2006,2005,,2016/08/30,,,read,,,,1,0
13498737,ফেলুদা সমগ্র  ২,Satyajit Ray,"Ray, Satyajit",Leela Majumdar,"=""""","=""""",4,4.59,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,722,2005,2003,,2016/04/06,,,read,,,,1,0
31826235,"দ্য ফিস্ট অফ রোজেস (Taj Mahal Trilogy, #2)",Indu Sundaresan,"Sundaresan, Indu",Shahed Zaman,"=""""","=""9789849191896""",0,4.09,আদী প্রকাশন,Hardcover,416,2016,2003,,2016/09/03,to-read,to-read (#56),to-read,,,,0,0
22668090,"প্রবেশ নিষেধ (Masud Rana, #44,45)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841670445""","=""""",3,3.73,সেবা প্রকাশনী,Paperback,176,1975,1975,,2016/06/30,,,read,,,,1,0
25858593,দি আফগান,Frederick Forsyth,"Forsyth, Frederick",Nabid Hossain,"=""9848729259""","=""""",3,3.74,Batighar Prokashoni,Hardcover,284,2008,2006,2016/05/30,2016/05/28,,,read,,,,1,0
21858180,রবিন হুড,Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841615398""","=""""",5,4.38,সেবা প্রকাশনী,Paperback,448,1979,1979,2016/05/31,2016/05/28,,,read,দুর্দান্ত<br/>,,,1,0
18516409,পাণ্ডব গোয়েন্দা সমগ্র: ২,Sasthipada Chattopadhyay,"Chattopadhyay, Sasthipada",,"=""8177565028""","=""9788177565027""",3,3.83,Ananda Publishers  ,Hardcover,1000,,,2016/05/30,2016/05/28,,,read,,,,1,0
21900726,আবার যখের ধন,হেমেন্দ্র কুমার রায়,"রায়, হেমেন্দ্র কুমার",Hemendra Kumar Roy,"=""""","=""""",5,3.79,দেব সাহিত্য কুটীর প্রাইভেট লিমিটেড,Hardcover,80,2001,1933,2016/05/29,2016/05/28,,,read,,,,1,0
30131716,"দুরন্ত কৈশোর (Masud Rana, #447)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",Ismail Arman,"=""9841674475""","=""""",0,4.00,Sheba Prokashoni,Paperback,376,2016,2016,,2016/05/28,to-read,to-read (#54),to-read,,,,0,0
23009936,"কুয়াশা ভলিউম-১১ (Kuasha #31,32,33)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""9841611015""","=""""",4,4.31,সেবা প্রকাশনী,Paperback,159,1993,1993,2016/05/22,2016/05/15,,,read,,,,1,0
28946793,তমিস্রা,Javed Rasin,"Rasin, Javed",,"=""""","=""9789848729861""",4,3.61,বাতিঘর প্রকাশনী,Hardcover,256,2016,2016,2016/05/15,2016/05/10,,,read,,,,1,0
1851469,Heidi (Great Illustrated Classics),Deidre S. Laiken,"Laiken, Deidre S.",Johanna Spyri,"=""0866119639""","=""9780866119634""",0,4.13,Playmore Publishers,Hardcover,240,2000,1977,,2016/04/06,to-read,to-read (#34),to-read,,,,0,0
25935304,অয়ন-জিমি ভলিউম ২: ভিক্টোরিয়ার হীরে+রেলগাড়ি ঝমাঝম+হ্যারোভিলের রহস্য,Ismail Arman,"Arman, Ismail",,"=""9841616742""","=""""",5,4.15,Sheba Prokashoni,Paperback,240,2012,2012,,2016/05/05,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",5,3.90,Anchor,Paperback,489,2006,2003,,2016/05/05,,,read,,,,1,0
28700415,ফোরটি এইট আওয়ার্স,রবিন জামান খান,"খান, রবিন জামান",,"=""""","=""""",5,3.42,বাতিঘর প্রকাশনী,Hardcover,208,2016,2016,2016/05/04,2016/03/31,,,read,,,,1,0
28513691,ড্রাগোমির (Dragomir),Asraful Shumon,"Shumon, Asraful",,"=""""","=""9789849191605""",5,4.14,আদী প্রকাশন,Hardcover,263,2016,,2016/05/04,2016/04/18,,,read,"........ হ্যারি পটার ফ্যান, নারনিয়া ফ্যানদের জন্য মাষ্টরিড......রিভু লিখতে পাইনা, এক কথায় বইলা দেই     এর কোন তুলনা নেই। লেখকে স্যালুট.........",,,1,0
20826911,১৯৫২: নিছক কোনো সংখ্যা নয়,Mohammad Nazim Uddin,"Uddin, Mohammad Nazim",,"=""984872964X""","=""9789848729649""",4,3.89,বাতিঘর প্রকাশনী,Hardcover,416,2014,2014,,2016/05/02,,,read,,,,1,0
13533650,"The Assassin's Curse (The Assassin's Curse, #1)",Cassandra Rose Clarke,"Clarke, Cassandra Rose",,"=""1908844019""","=""9781908844019""",0,3.68,Strange Chemistry,Paperback,298,2012,2012,,2016/05/02,to-read,to-read (#53),to-read,,,,0,0
23257146,3:10 a.m. (Henry Bins #2),Nick Pirog,"Pirog, Nick",,"=""""","=""""",4,4.09,nickthriller.com,Kindle Edition,106,2014,2014,,2016/05/02,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.28,St. Martin's Press,Paperback,264,2004,1939,,2016/04/27,,,read,,,,1,0
3922379,"হরতন ইশকাপন (মিসির আলি, #15)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844640871""","=""""",4,3.60,,,84,2008,2003,,2016/03/31,,,read,,,,1,0
300225,Bloodline,Sidney Sheldon,"Sheldon, Sidney",,"=""1568650949""","=""9781568650944""",3,3.85,Doubleday Books,Hardcover,409,1994,1977,2016/04/26,2016/04/17,,,read,,,,1,0
17671455,"তন্দ্রাবিলাস (মিসির আলি, #11)",Humayun Ahmed,"Ahmed, Humayun",,"=""9844830133""","=""""",4,3.76,অন্বেষা প্রকাশন,Hardcover,96,,,2016/04/26,2016/04/14,,,read,,,,1,0
16076375,"ফেলুদা সমগ্র ১, ২ (বক্স সেট)",Satyajit Ray,"Ray, Satyajit","Sandip Ray, Leela Majumdar","=""8177564803""","=""9788177564808""",4,4.74,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,1420,2005,2005,,2016/04/26,,,read,,,,1,0
9602495,ফেলুদা সমগ্র  ১,Satyajit Ray,"Ray, Satyajit",Sandip Ray,"=""""","=""""",4,4.54,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,708,2005,2005,,2016/04/06,,,read,,,,1,0
29958634,"নীল রক্ত (Masud Rana, #446)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",Qazi Maimur Husain,"=""""","=""""",0,3.71,সেবা প্রকাশনী,Paperback,568,2016,,,2016/04/24,to-read,to-read (#52),to-read,,,,0,0
9232975,কাচ সমুদ্র,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844950329""","=""""",4,3.63,Pearl Publications,Hardcover,79,1999,1999,,2016/04/24,,,read,,,,1,0
28803832,থেরাপি,Sebastian Fitzek,"Fitzek, Sebastian",সাঈদ শিহাব,"=""""","=""9789849191674""",0,4.18,আদী প্রকাশন,Hardcover,176,2016,2006,,2016/04/21,to-read,to-read (#50),to-read,,,,0,0
12733905,সাতকাহন: দ্বিতীয় পর্ব (সাতকাহন #2),Samaresh Majumdar,"Majumdar, Samaresh",,"=""8170669618""","=""9788170669616""",4,3.93,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,380,,,,2016/04/17,,,read,,,,1,0
670686,শঙ্কু সমগ্র,Satyajit Ray,"Ray, Satyajit",সমীর সরকার,"=""8177562320""","=""9788177562323""",5,4.59,Ananda Publishers Pvt. Ltd.,Hardcover,648,2003,2002,,2016/04/06,,,read,,,,1,0
23271157,"অগ্নিপুরুষ ১ (Masud Rana, #135)",Qazi Anwar Hussain,"Hussain, Qazi Anwar",,"=""""","=""""",4,4.51,সেবা প্রকাশনী,Paperback,239,1986,1986,,2016/04/12,,,read,,,,1,0
28421391,স্টোরিজ,Neil Gaiman,"Gaiman, Neil",Md. Fuad Al Fidah,"=""""","=""9789849132899""",0,3.98,Adee Prokashon,Hardcover,127,2015,2008,,2016/04/08,to-read,to-read (#48),to-read,,,,0,0
29520547,স্যান্ডস্টর্ম,James Rollins,"Rollins, James",Md. Fuad Al Fidah,"=""""","=""""",5,3.96,আদী প্রকাশন,Hardcover,432,2016,2004,2016/04/11,2016/04/08,,,read,,,,1,0
25631701,নগ্ন প্রাচীর ১,Sheikh Abdul Hakim,"Hakim, Sheikh Abdul",,"=""9841601109""","=""""",0,4.14,সেবা,Paperback,174,1992,1992,,2016/04/08,to-read,to-read (#49),to-read,,,,0,0
15847239,তোমাদের জন্য ভালোবাসা,Humayun Ahmed,"Ahmed, Humayun",,"=""9844832047""","=""""",4,3.95,দিব্যপ্রকাশ,Hardcover,62,2005,2004,,2016/04/08,,,read,,,,1,0
25935274,অয়ন-জিমি ভলিউম ১: প্রাসাদবাড়ির রহস্য+বিপদের ছয়টি আঙুল+পাথরপিশাচ,Ismail Arman,"Arman, Ismail",,"=""9841616246""","=""""",0,4.30,Sheba Prokashoni,Paperback,320,2008,2008,,2016/04/08,to-read,to-read (#47),to-read,,,,0,0
12498847,কবি,Tarashankar Bandyopadhyay,"Bandyopadhyay, Tarashankar",,"=""""","=""""",0,4.46,মিত্র​ ও ঘোষ,Hardcover,135,,1944,,2016/04/07,to-read,to-read (#46),to-read,,,,0,0
15720261,"পটাশগড়ের জঙ্গলে  (অদ্ভুতুড়ে, #12)",Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",Subrata  Chowdhury,"=""8170661552""","=""9788170661559""",4,4.06,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,108,2009,1989,,2016/04/07,,,read,,,,1,0
17371097,আধ ডজন স্কুল,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844541012""","=""""",0,4.16,শিখা প্রকাশনী ,Hardcover,80,2005,1996,,2016/04/07,to-read,to-read (#44),to-read,,,,0,0
16138221,"রূপালী মাকড়সা (তিন গোয়েন্দা, #৩)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",0,4.42,সেবা প্রকাশনী,Paperback,,1985,1985,,2016/04/07,to-read,to-read (#45),to-read,,,,0,0
15829758,একি কাণ্ড!,Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""9847019700165""",4,3.82,সুবর্ণ,Hardcover,48,1993,1993,,2016/04/07,,,read,,,,1,0
17904238,"দার্জিলিং জমজমাট (ফেলুদা, #15)",Satyajit Ray,"Ray, Satyajit",,"=""8170660971""","=""9788170660972""",4,4.40,Ananda Publishers Pvt. Ltd.,Hardcover,80,,1986,,2016/04/07,,,read,,,,1,0
18132620,ফিহা সমীকরণ,Humayun Ahmed,"Ahmed, Humayun",,"=""9848005131""","=""""",4,3.88,আফসার ব্রাদার্স,Hardcover,58,2006,1992,,2016/04/07,,,read,,,,1,0
16579569,"ভয় (মিসির আলি, #6)",Humayun Ahmed,"Ahmed, Humayun",,"=""984800503X""","=""""",0,3.90,আফসার ব্রাদার্স,Hardcover,80,1991,1991,,2016/04/07,to-read,to-read (#43),to-read,,,,0,0
4785948,প্রেত,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",Muhammed Zafar Iqbal,"=""""","=""9789848812396""",4,3.88,জ্ঞানকোষ প্রকাশনী,Hardcover,111,1994,1983,,2016/04/07,,,read,,,,1,0
17663231,বোতল ভূত,Humayun Ahmed,"Ahmed, Humayun",,"=""""","=""""",3,4.02,প্রতীক,Hardcover,64,1989,1989,,2016/04/07,,,read,,,,1,0
17404772,"কাকাতুয়া রহস্য (তিন গোয়েন্দা, #১৬)",Rakib Hassan,"Hassan, Rakib",,"=""""","=""""",5,4.51, সেবা প্রকাশনী ,Paperback,,1988,1988,,2016/04/07,,,read,,,,1,0
13589848,নুলিয়াছড়ির সোনার পাহাড় (আবির-বাবু #1),Shahriar Kabir,"Kabir, Shahriar",,"=""""","=""""",5,4.11,প্রতীক প্রকাশনী,Hardcover,80,1995,1976,,2016/04/07,,,read,,,,1,0
16091349,ঘনাদা সমগ্র ১,Premendra Mitra,"Mitra, Premendra",Onkarnath Bhattacharya,"=""8172153953""","=""9788172153953""",0,4.32,আনন্দ পাবলিশার্স প্রাঃ লিঃ,Hardcover,454,2004,2000,,2016/04/07,to-read,to-read (#42),to-read,,,,0,0
17414621,আগুনের পরশমণি,Humayun Ahmed,"Ahmed, Humayun",,"=""9848683739""","=""""",0,4.42,অন্যপ্রকাশ ,Hardcover,104,1989,1989,,2016/04/07,to-read,to-read (#41),to-read,,,,0,0
16143695,সেরা সন্দেশ,Satyajit Ray,"Ray, Satyajit",Leela Majumdar,"=""8170668867""","=""9788170668862""",0,4.59,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,376,2010,1981,,2016/04/07,to-read,to-read (#40),to-read,,,,0,0
15841419,গল্পগুচ্ছ,Rabindranath Tagore,"Tagore, Rabindranath",,"=""""","=""""",4,4.52,Indian Publishing House,Hardcover,896,1908,1908,,2016/04/07,,,read,,,,1,0
2580306,জোছনা ও জননীর গল্প,Humayun Ahmed,"Ahmed, Humayun",,"=""9848682767""","=""9789845021326""",0,4.41,অন্যপ্রকাশ,Hardcover,505,2004,2014,,2016/04/07,to-read,to-read (#38),to-read,,,,0,0
14623558,দূরবীন,Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",,"=""8170664365""","=""9788170664369""",0,4.29,আনন্দ পাবলিশার্স প্রাইভেট লিমিটেড,Hardcover,616,1986,1986,,2016/04/07,to-read,to-read (#39),to-read,,,,0,0
11589378,প্রথম আলো ২,Sunil Gangopadhyay,"Gangopadhyay, Sunil",,"=""8172155468""","=""9788172155469""",0,4.53,Ananda Publishers,Hardcover,717,1997,,,2016/04/07,to-read,to-read (#37),to-read,,,,0,0
27174961,হিট ওয়েভ,Richard Castle,"Castle, Richard",কিশোর পাশা ইমন,"=""9848729801""","=""""",4,3.56,বাতিঘর প্রকাশনী,Hardcover,240,2015,2008,,2016/04/06,,,read,,,,1,0
16125257,কিশোর উপন্যাস সমগ্র ১,Shirshendu Mukhopadhyay,"Mukhopadhyay, Shirshendu",,"=""""","=""9788177568127""",4,4.46,Ananda Publishers Pvt. Ltd.,Hardcover,730,2009,2009,,2016/04/06,,,read,,,,1,0
25499978,সাইকো,Robert Bloch,"Bloch, Robert",Anish Das Apu,"=""""","=""9789848966143""",5,4.12,বৈশাখী প্রকাশ,Hardcover,144,2011,1959,2016/04/06,2016/04/05,,,read,,,,1,0
785454,Train to Pakistan,Khushwant Singh,"Singh, Khushwant",,"=""0802132219""","=""9780802132215""",3,3.93,Grove Press,Paperback,181,1994,1956,2016/04/06,2016/03/31,,,read,,,,1,0
9255496,কাজলের দিনরাত্রি,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844042119""","=""""",4,3.94,অনুপম প্রকাশনী,Hardcover,111,2002,2002,,2016/04/06,,,read,,,,1,0
8547548,অবনীল,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""984868266X""","=""""",4,3.87,অন্যপ্রকাশ,Hardcover,96,2004,2004,,2016/04/06,,,read,,,,1,0
18305128,হাত কাটা রবিন,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844100100""","=""""",4,4.28,মাওলা ব্রাদার্স,Hardcover,72,1976,1976,,2016/04/06,,,read,,,,1,0
15844571,শান্তা পরিবার,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844122305""","=""""",3,4.15,অনন্যা,Hardcover,112,2006,2006,,2016/04/06,,,read,,,,1,0
4785987,টুকি ও ঝায়ের (প্রায়) দুঃসাহসিক অভিযান,Muhammed Zafar Iqbal,"Iqbal, Muhammed Zafar",,"=""9844042496""","=""""",4,4.08,অনুপম প্রকাশনী ,Hardcover,91,1997,1997,,2016/04/06,,,read,,,,1,0
